country_iso3,year,total_publications,top10_cited_publications,field_normalized_citation_impact,counting_method,source,snapshot_date,notes
AUS,2012,87961,33326,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
USA,2020,999413,193508,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUS,2021,134024,33462,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUT,2021,35790,8866,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BEL,2021,50915,11862,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BRA,2021,225080,58645,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CAN,2021,151388,39721,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHE,2021,66149,15527,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHL,2021,27048,7426,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
COL,2021,31745,8993,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CRI,2021,5371,1174,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CZE,2021,34947,9612,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DEU,2021,227468,56453,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DNK,2021,41914,9583,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ESP,2021,154963,39953,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
EST,2021,5061,1270,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FIN,2021,28418,7238,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FRA,2021,177488,39765,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GBR,2021,285760,69418,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GRC,2021,34998,8487,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HKG,2021,31109,6949,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HUN,2021,21267,5956,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IDN,2021,326591,120796,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IRL,2021,24904,6256,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISL,2021,2437,640,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISR,2021,30555,8747,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ITA,2021,158772,40138,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
JPN,2021,173988,52207,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
KOR,2021,108671,32554,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LTU,2021,6918,1796,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LUX,2021,3811,784,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LVA,2021,4880,1336,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
MEX,2021,52831,14955,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NLD,2021,82742,19371,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NOR,2021,33819,8667,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NZL,2021,20831,5765,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PER,2021,16935,4741,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
POL,2021,81286,22735,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PRT,2021,47362,12051,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
RUS,2021,201376,53283,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SGP,2021,28313,6628,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVK,2021,13280,3866,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVN,2021,10792,2858,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SWE,2021,53685,13380,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
TUR,2021,119062,38845,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
USA,2021,941905,240566,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUS,2022,127086,45691,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUT,2022,34331,12109,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BEL,2022,46348,16095,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BRA,2022,193565,61871,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CAN,2022,144698,52259,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHE,2022,63177,21319,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHL,2022,25085,8955,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
COL,2022,28484,9692,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CRI,2022,4339,1414,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CZE,2022,32996,11704,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DEU,2022,214544,75441,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DNK,2022,41242,13373,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ESP,2022,146399,50563,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
EST,2022,4750,1726,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FIN,2022,27464,10202,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FRA,2022,172898,51206,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GBR,2022,266693,91548,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GRC,2022,30109,10658,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HKG,2022,33826,11208,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HUN,2022,22459,7706,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IDN,2022,350310,133805,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IRL,2022,23376,8020,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISL,2022,2427,898,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISR,2022,28937,11007,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ITA,2022,153260,54980,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
JPN,2022,167157,63325,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
KOR,2022,110829,41588,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LTU,2022,6910,2398,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LUX,2022,3313,1125,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LVA,2022,4723,1564,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
MEX,2022,52244,18109,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NLD,2022,79714,27742,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NOR,2022,32596,12007,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NZL,2022,19921,7613,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PER,2022,16698,5696,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
POL,2022,75339,26306,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PRT,2022,45269,15686,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
RUS,2022,176149,52580,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SGP,2022,27998,9459,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVK,2022,11585,4204,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVN,2022,10058,3507,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SWE,2022,51185,18918,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
TUR,2022,127104,43724,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
USA,2022,905716,307571,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUS,2023,123257,36367,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUT,2023,34500,10273,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BEL,2023,49793,13361,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BRA,2023,210779,45095,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CAN,2023,145125,42109,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHE,2023,63031,17915,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHL,2023,26443,7150,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
COL,2023,29906,7324,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CRI,2023,4416,1037,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CZE,2023,33596,9357,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DEU,2023,213858,61534,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DNK,2023,42000,11261,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ESP,2023,151984,40539,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
EST,2023,4892,1381,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FIN,2023,26947,8057,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FRA,2023,181004,40009,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GBR,2023,271299,74894,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GRC,2023,30394,8600,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HKG,2023,37191,10073,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HUN,2023,23233,6214,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IDN,2023,430528,105212,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IRL,2023,24427,6612,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISL,2023,2601,756,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISR,2023,29218,8789,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ITA,2023,153909,44668,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
JPN,2023,164392,47222,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
KOR,2023,111976,32408,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LTU,2023,6963,1913,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LUX,2023,3718,930,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LVA,2023,5009,1285,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
MEX,2023,54497,14103,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NLD,2023,79772,23347,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NOR,2023,34406,10219,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NZL,2023,19013,5781,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PER,2023,17964,4249,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
POL,2023,78432,20279,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PRT,2023,46980,12395,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
RUS,2023,160813,38699,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SGP,2023,29105,8148,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVK,2023,12276,3345,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVN,2023,9958,2741,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SWE,2023,52072,15863,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
TUR,2023,130609,32866,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
